"","x","y"
"1",0.00290328550201646,-0.00499854817154401
"2",0.0034160143281638,-0.00585709878207176
"3",0.00392874315431114,-0.00671564939259951
"4",0.00444147198045849,-0.00757420000312726
"5",0.00495420080660583,-0.008432750613655
"6",0.00546692963275317,-0.00929130122418275
"7",0.00597750748091715,-0.0101511327547539
"8",0.00647782072178124,-0.0110169772332926
"9",0.00697813396264533,-0.0118828217118314
"10",0.00747844720350942,-0.0127486661903702
"11",0.0079787604443735,-0.0136145106689089
"12",0.00847907368523759,-0.0144803551474477
"13",0.0094246070841347,-0.014805880248738
"14",0.0103970177235483,-0.0145726045570011
"15",0.0113694283629618,-0.0143393288652642
"16",0.0123418390023753,-0.0141060531735273
"17",0.0133142496417889,-0.0138727774817904
"18",0.0142961913639052,-0.0136835938293059
"19",0.0152837753979264,-0.0135265022135325
"20",0.0162713594319477,-0.013369410597759
"21",0.0172589434659689,-0.0132123189819856
"22",0.0182465274999902,-0.0130552273662121
"23",0.0192341115340114,-0.0128981357504387
"24",0.0202216955680327,-0.0127410441346652
"25",0.0212092796020539,-0.0125839525188918
"26",0.0221980586183456,-0.0124345669207194
"27",0.02318929314901,-0.0123024529350162
"28",0.0241805276796745,-0.0121703389493129
"29",0.0251717622103389,-0.0120382249636096
"30",0.0261629967410034,-0.0119061109779064
"31",0.0271542312716679,-0.0117739969922031
"32",0.0281454658023323,-0.0116418830064998
"33",0.0291367003329968,-0.0115097690207965
"34",0.0301279348636612,-0.0113776550350933
"35",0.0311185700233128,-0.0112411193970274
"36",0.0321025201566909,-0.0110626757503897
"37",0.0330864702900689,-0.010884232103752
"38",0.0340704204234469,-0.0107057884571144
"39",0.035054370556825,-0.0105273448104767
"40",0.036038320690203,-0.010348901163839
"41",0.037022270823581,-0.0101704575172013
"42",0.0380062209569591,-0.00999201387056368
"43",0.0389970227508125,-0.00985669275138065
"44",0.0399939704807303,-0.0097786208370224
"45",0.0409909182106482,-0.00970054892266415
"46",0.0419878659405661,-0.00962247700830589
"47",0.042984813670484,-0.00954440509394764
"48",0.0439817614004019,-0.00946633317958939
"49",0.0449787091303198,-0.00938826126523114
"50",0.0459756568602377,-0.00931018935087288
"51",0.0469726045901556,-0.00923211743651463
"52",0.0479694475136931,-0.00915271853354255
"53",0.0489660287915798,-0.00907010039651568
"54",0.0499626100694664,-0.00898748225948881
"55",0.0509591913473531,-0.00890486412246193
"56",0.0519557726252397,-0.00882224598543506
"57",0.0529523539031264,-0.00873962784840819
"58",0.0539489351810131,-0.00865700971138131
"59",0.0549455164588997,-0.00857439157435444
"60",0.0559420977367864,-0.00849177343732757
"61",0.0569386790146731,-0.0084091553003007
"62",0.0579355952612221,-0.00833068239181308
"63",0.058934301354525,-0.00827982829463592
"64",0.0599330074478279,-0.00822897419745875
"65",0.0609317135411308,-0.00817812010028158
"66",0.0619304196344336,-0.00812726600310441
"67",0.0629291257277365,-0.00807641190592724
"68",0.0639278318210394,-0.00802555780875008
"69",0.0649265379143423,-0.00797470371157291
"70",0.0659252440076452,-0.00792384961439574
"71",0.0668945558450637,-0.00767801519483579
"72",0.0678610222247602,-0.00742122201557234
"73",0.0688274886044568,-0.00716442883630889
"74",0.0697939549841533,-0.00690763565704544
"75",0.0707604213638499,-0.00665084247778198
"76",0.0717268877435464,-0.00639404929851853
"77",0.0727035372004304,-0.00617921019973038
"78",0.0736906560712918,-0.0060192216539234
"79",0.0746777749421531,-0.00585923310811643
"80",0.0756648938130145,-0.00569924456230945
"81",0.0766520126838758,-0.00553925601650248
"82",0.0776391315547371,-0.0053792674706955
"83",0.0786262504255985,-0.00521927892488853
"84",0.0796133692964598,-0.00505929037908155
"85",0.0806004881673211,-0.00489930183327457
"86",0.0815876070381825,-0.0047393132874676
"87",0.0825756266515208,-0.00458498492436196
"88",0.0835649303370097,-0.00443911437257691
"89",0.0845542340224986,-0.00429324382079185
"90",0.0855435377079875,-0.00414737326900679
"91",0.0865328413934764,-0.00400150271722174
"92",0.0875221450789653,-0.00385563216543668
"93",0.0885114487644542,-0.00370976161365162
"94",0.0895007524499431,-0.00356389106186657
"95",0.090490056135432,-0.00341802051008151
"96",0.0914793598209209,-0.00327214995829645
"97",0.0924686635064098,-0.0031262794065114
"98",0.0934425699013716,-0.00289932933743811
"99",0.0944127416355894,-0.00265691067865749
"100",0.0953829133698071,-0.00241449201987687
"101",0.0963530851040248,-0.00217207336109625
"102",0.0973232568382425,-0.00192965470231563
"103",0.0982934285724602,-0.00168723604353501
"104",0.0992636003066779,-0.00144481738475439
"105",0.100233772040896,-0.00120239872597378
"106",0.101203943775113,-0.000959980067193161
"107",0.102174115509331,-0.000717561408412545
"108",0.103125413447094,-0.000409288422880906
"109",0.104010776710332,5.56114503254374e-05
"110",0.104896139973571,0.000520511323531778
"111",0.10578150323681,0.000985411196738117
"112",0.106666866500049,0.00145031106994446
"113",0.107552229763287,0.0019152109431508
"114",0.108437593026526,0.00238011081635714
"115",0.109322956289765,0.00284501068956347
"116",0.110208319553003,0.00330991056276981
"117",0.111093682816242,0.00377481043597615
"118",0.111979046079481,0.00423971030918249
"119",0.112876689393612,0.00468043298910294
"120",0.113775672716503,0.00511841584854267
"121",0.114674656039395,0.00555639870798241
"122",0.115573639362286,0.00599438156742214
"123",0.116472622685178,0.00643236442686187
"124",0.117371606008069,0.0068703472863016
"125",0.118270589330961,0.00730833014574133
"126",0.119169572653852,0.00774631300518106
"127",0.120068555976743,0.00818429586462079
"128",0.120967539299635,0.00862227872406053
"129",0.121869880697861,0.00905330076647549
"130",0.122797545009791,0.00942671598358828
"131",0.123725209321721,0.00980013120070107
"132",0.124652873633651,0.0101735464178139
"133",0.125580537945581,0.0105469616349266
"134",0.126508202257511,0.0109203768520394
"135",0.127435866569441,0.0112937920691522
"136",0.128363530881371,0.011667207286265
"137",0.129291195193301,0.0120406225033778
"138",0.130220713419555,0.0124093986781262
"139",0.131199877114747,0.0126124712218579
"140",0.132179040809939,0.0128155437655896
"141",0.133158204505131,0.0130186163093213
"142",0.134137368200323,0.013221688853053
"143",0.135116531895516,0.0134247613967847
"144",0.136095695590708,0.0136278339405164
"145",0.1370748592859,0.0138309064842481
"146",0.138054022981092,0.0140339790279798
"147",0.139033754076832,0.014234296226543
"148",0.14001528041878,0.0144256232765442
"149",0.140996806760728,0.0146169503265454
"150",0.141978333102676,0.0148082773765467
"151",0.142959859444624,0.0149996044265479
"152",0.143941385786572,0.0151909314765491
"153",0.14492291212852,0.0153822585265503
"154",0.145904438470468,0.0155735855765515
"155",0.146885964812416,0.0157649126265528
"156",0.147867491154364,0.015956239676554
"157",0.148852097568813,0.0161310258562893
"158",0.149837345639057,0.0163021580861002
"159",0.150822593709301,0.016473290315911
"160",0.151807841779545,0.0166444225457218
"161",0.15279308984979,0.0168155547755326
"162",0.153778337920034,0.0169866870053435
"163",0.154763585990278,0.0171578192351543
