x,y,Time,bearing
0.0016457781068659593,0.00014166634076104385,0.0,4.919815502921997
0.0032950541480716977,0.00036728310567678057,0.04,6.360218232166379
0.004991552302864451,0.0007170765396546672,0.08,8.175066660807552
0.005045770285131024,0.0010091540570262034,0.12,11.309932474020197
0.005052766153810582,0.0011770549053355887,0.16,13.113331346112004
0.0050125399089031245,0.0012207790845828249,0.2,13.687630134357558
0.004935585353427989,0.0013921778672319899,0.24,15.75213812520849
0.004825400421724955,0.0017752016774377766,0.28,20.19790849026753
0.004722211358701478,0.0023261263359529495,0.32,26.2245156355764
0.004695976851153137,0.0027056522118189563,0.36,29.948992204568807
0.004746696899079931,0.0029137793050357996,0.4,31.543853391671814
0.004793919012666945,0.0030379559740979496,0.44,32.362857218793735
0.0048044128156862825,0.0032898072465620287,0.48,34.401275780325285
0.004858630797952855,0.0035818847639335644,0.52,36.39842006990852
0.004909350845879649,0.0037900118571504073,0.56,37.668089422507016
0.004996799204374121,0.0038704643469653216,0.6,37.76095958261881
0.005040523383621356,0.003910690591872779,0.64,37.8061020065807
0.005171695921363064,0.004031369326595149,0.68,37.93663811072942
0.005098239300227708,0.004286718533399007,0.72,40.05790589103289
0.005068506858339589,0.004582293985110323,0.76,42.11584435699753
0.004911099813049539,0.004841141126253959,0.8,44.58898998049315
0.004954823992296774,0.004881367371161416,0.84,44.57212339884522
0.004914597747389317,0.004925091550408652,0.88,45.0611046119348
0.004713466522852032,0.005143712446644831,0.92,47.49925853772848
0.004519331166994304,0.005530234191190396,0.96,50.74415832376716
0.004372417924723593,0.006040932604798113,1.0,54.103037171770374
0.004430133841329944,0.006416960546324341,1.04,55.37962175066979
0.004403899333781602,0.006796486422190349,1.08,57.0580916941034
0.004290216467738788,0.007095559808241442,1.12,58.84141701312668
0.004256986091510891,0.007307184835798064,1.16,59.775974772476474
0.004260484025850668,0.007391135259952757,1.2,60.039492009916806
0.004055854866973605,0.007525805732034243,1.24,61.678603400943445
0.0036028723699722404,0.007754920431289759,1.28,65.08080589060691
0.003193614052218112,0.008024261375452734,1.32,68.29770315010703
0.0030729353174957412,0.00815543391319444,1.36,69.35378886007776
0.002908532403526134,0.008246380206028692,1.4000000000000001,70.57204309882749
0.002579726575586921,0.008428272791697193,1.44,72.98169295375972
0.0022509207476477068,0.008610165377365695,1.48,75.34928224171878
0.002130242012925336,0.008741337915107403,1.52,76.30412349559096
0.002090015768017878,0.008785062094354638,1.56,76.61778338872375
0.0018381644955537996,0.008795555897373976,1.6,78.19577355269202
0.0014586386196877926,0.008769321389825634,1.6400000000000001,80.5562093197301
0.001119338988729241,0.008699362703030056,1.68,82.66808942250702
0.0009916643853273117,0.00866263439246238,1.72,83.46943222850689
0.0008639897819253829,0.008625906081894699,1.76,84.2802053080746
0.0006086405751215268,0.008552449460759344,1.8,85.92937165171489
0.0003532913683176681,0.008478992839623986,1.84,87.61405596961119
0.0002256167649157398,0.008442264529056309,1.8800000000000001,88.46915336587789
0.00018539052000828284,0.008485988708303546,1.92,88.74847760058817
1.049380301933911e-05,0.008325083728673717,1.96,89.92777846743539
-0.00029557545171131296,0.008043500014321518,2.0,92.1045078907275
-0.0006051426407817434,0.007677965875814625,2.04,94.50647909209633
-0.0007800393577706872,0.007517060896184797,2.08,95.92433313713538
-0.00086398978192538,0.007520558830524576,2.12,96.55362097276272
-0.0009479402060800729,0.007524056764864355,2.16,97.1807419593256
-0.0009916643853273089,0.007483830519956899,2.2,97.54815343996775
-0.0011263348574087955,0.007279201361079834,2.24,98.79581017980786
-0.0013082274430772972,0.00695039553314062,2.2800000000000002,100.6596930325598
-0.0015740704529004913,0.006625087639541186,2.32,103.3652296330642
-0.001665016745734743,0.006460684725571578,2.36,104.45152859528757
-0.001665016745734743,0.006460684725571578,2.4,104.45152859528757
-0.001537342142332813,0.006497413036139256,2.44,103.31184848747252
-0.0015006138317651353,0.0063697384327373275,2.48,103.25630242681993
-0.0015146055691242501,0.006033936736118556,2.52,104.09093736329915
-0.0016632677785648527,0.00549350588062272,2.56,106.84472834527247
-0.0017647078744184403,0.005077251694189033,2.6,109.16599339165337
-0.0018591521015924699,0.004828898356064734,2.64,111.05697668457347
-0.0018591521015924699,0.004828898356064734,2.68,111.05697668457347
-0.001909872149519263,0.004620771262847891,2.72,112.45644507506637
-0.001913370083859042,0.004536820838693199,2.7600000000000002,112.86721936418505
-0.0019203659525385995,0.004368919990383812,2.8000000000000003,113.72796859990189
-0.0018766417732913635,0.004409146235291269,2.84,113.05580443261374
-0.0019308597555579368,0.004117068717919734,2.88,115.12605859346264
-0.002116250275566217,0.003704312465825827,2.92,119.73905440999869
-0.0022614145506670395,0.0032478320344846833,2.96,124.84888995118585
-0.002271908353686377,0.002995980762020605,3.0,127.17372393860568
-0.0021547275533037847,0.0027808578001242046,3.04,127.77005559453049
-0.0020375467529211923,0.002565734838227803,3.08,128.4544136758985
-0.0019203659525386003,0.0023506118763314027,3.12,129.24759530618138
-0.0018399134627236863,0.002263163517836931,3.16,129.1105243248267
-0.0017594609729087724,0.0021757151593424593,3.2,128.96183318930485
-0.0017192347280013155,0.0021319909800952236,3.24,128.88265897045073
-0.0016825064174336372,0.002004316376693294,3.2800000000000002,130.01149376711138
-0.0016825064174336372,0.002004316376693294,3.3200000000000003,130.01149376711138
-0.0017227326623410941,0.0020480405559405303,3.36,130.06925158979809
-0.0017594609729087727,0.0021757151593424597,3.4,128.96183318930485
-0.0018031851521560084,0.002135488914435002,3.44,130.17740772280106
