x,y,Time,bearing
-0.00023738430275874772,-0.0023908750851845194,0.0,-95.67017818708882
-0.0004708654256515074,-0.004697654385983654,0.04,-95.72387618403138
-0.0006202507641588806,-0.007008336866648776,0.08,-95.05760514376213
-0.00047654277818385383,-0.0066357606067135215,0.12,-94.10760697383893
-0.0003328347922088265,-0.006263184346778266,0.16,-93.04192034249
-0.00027322259061918653,-0.005886704906977024,0.2,-92.6573906829055
-0.00026931941075319764,-0.005802609122591638,0.24,-92.6573906829055
-0.00018132044650182367,-0.00572241651807224,0.28,-91.81486642216508
-0.00016961090690385873,-0.0054701291649160814,0.32,-91.77598668632335
-0.00015399818743990463,-0.005133746027374537,0.36,-91.71819973716991
-0.00018238495010163892,-0.004837459192092692,0.4,-92.15917907029186
-0.00013448228810996276,-0.004713267105447607,0.44,-91.63436049423764
-0.00012667592837798614,-0.004545075536676835,0.48,-91.59647899264125
-0.0001149663887800212,-0.0042927881835206775,0.52,-91.53408796883008
-5.9257367056368975e-05,-0.004000404528104819,0.56,-90.84865136041343
7.664425918668144e-05,-0.0037960198369403376,0.6,-88.84331584861513
0.0001646432234380557,-0.00371582723242094,0.64,-87.46296177517068
8.835379878464639e-05,-0.003543732483784179,0.68,-88.57177390293062
-0.00011212771251384784,-0.0033237350731557427,0.72,-91.93216638384624
-0.00013661129530959326,-0.0029433524534885113,0.76,-92.6573906829055
5.1096172791120916e-05,-0.002530679891293558,0.8,-88.84331584861513
0.0004069952096626067,-0.0021258136888305814,0.84,-79.16165740210968
0.0005868963180313442,-0.0018813326954064,0.88,-72.6742841610055
0.0006787984621487069,-0.0017170443065016162,0.92,-68.42964536495131
0.0006426053397549967,-0.001588949039990543,0.96,-67.98052751256843
0.0006103153972272743,-0.001376757989094084,1.0,-66.09233950582751
0.0005741222748335639,-0.0012486627225830106,1.04,-65.3075149028356
0.0005379291524398534,-0.0011205674560719372,1.08,-64.35663491689911
0.0005819286345655405,-0.0010804711538122385,1.12,-61.69363415083197
0.000585831814431529,-0.0009963753694268523,1.16,-59.546048722533456
0.0006298312965572161,-0.0009562790671671534,1.2,-56.63001729780188
0.0006738307786829035,-0.0009161827649074547,1.24,-53.66639664040001
0.001130502823003544,-0.0010637939307484698,1.28,-43.258685327909944
0.0017514632562289684,-0.0013033072407068478,1.32,-36.65384983115599
0.002328424207328706,-0.0015829168529249247,1.36,-34.20877563121897
0.0024927125962334895,-0.0016748189970422873,1.4000000000000001,-33.89660557111424
0.0026530978052722847,-0.0018508169255450361,1.44,-34.89985852202881
0.0028936756188304774,-0.002114813818299159,1.48,-36.1608276653197
0.003254542339167768,-0.002510809157430345,1.52,-37.64941088146415
0.0035792159371113466,-0.0027787092300504564,1.56,-37.82382671869837
0.003863793232795226,-0.0030026098205448806,1.6,-37.851297923008396
0.004188466830738806,-0.0032705098931649916,1.6400000000000001,-37.98403525050199
0.004385045162171312,-0.003574603088178815,1.68,-39.18624604989066
0.004589429853335793,-0.003710504714421864,1.72,-38.955166892958694
0.004717525119846867,-0.0036743115920281535,1.76,-37.91374939586833
0.0048896198684836275,-0.0035980221673747436,1.8,-36.34745820888527
0.005090101379782121,-0.0038180195780031802,1.84,-36.873092815342886
0.005282776531348639,-0.0042062085574023885,1.8800000000000001,-38.5272142006268
0.005519451165040844,-0.004554301234541897,1.92,-39.5272883287495
0.005639740071819941,-0.00468629968091896,1.96,-39.724632368733424
0.00571602949647335,-0.00485839442955572,2.0,-40.36319437436463
0.005744416259135084,-0.0051546812648375654,2.04,-41.902825351803294
0.0058490924464502285,-0.005623062848756172,2.08,-43.8712786475239
0.006041767598016744,-0.00601125182815538,2.12,-44.8549391630387
0.0062344427495832615,-0.006399440807554588,2.16,-45.74823824990911
0.0063508284764963695,-0.006615535038317034,2.2,-46.16952315407771
0.00625111997264703,-0.006948014995992591,2.24,-48.02232701863613
0.006063412504546315,-0.007360687558187544,2.2800000000000002,-50.51979590901724
0.005863995496847638,-0.008025647473538658,2.32,-53.84600664614709
0.005840576417651708,-0.008530222179850973,2.36,-55.60086249349589
0.005689062071944703,-0.009070990008556998,2.4,-57.905254794015754
0.005497451423978001,-0.009567758355137339,2.44,-60.119146603459285
0.005301937596145311,-0.010148622486103065,2.48,-62.416115143661926
0.0052022290922959695,-0.010481102443778619,2.52,-63.60278658382834
0.005022327983927233,-0.010725583437202802,2.56,-64.90833456769047
0.004586236342536348,-0.011042450675414402,2.6,-67.44553145960718
0.004062145736894091,-0.011439510518145403,2.64,-70.45015825060365
0.00362215091563722,-0.011840473540742394,2.68,-72.99046445734375
0.003358154022883097,-0.012081051354300588,2.72,-74.46573457824832
0.003054060827869275,-0.012277629685733092,2.7600000000000002,-76.03118118247554
0.002669775028336054,-0.012386209052914224,2.8000000000000003,-77.83632261198711
0.002153490782425773,-0.012615077326874448,2.84,-80.312550238667
0.0017613986231605771,-0.012891848262826354,2.88,-82.2199153317873
0.0014494990684147768,-0.013256618163029633,2.92,-83.75998001365981
0.0012695979600460417,-0.013501099156453816,2.96,-84.62789538867389
0.0010095042471579053,-0.01365758118562662,3.0,-85.77265259551787
0.0005890253252309763,-0.013638065286296677,3.04,-87.52694363524553
3.5483453327267435e-07,-0.01361074302723476,3.08,-89.99850628866207
-0.0005482193539047309,-0.013627420250298528,3.12,-92.30371752365903
-0.0009765046355636375,-0.013776095919739358,3.16,-94.05457171020187
-0.0011485993842003971,-0.013852385344392766,3.2,-94.73995596263637
-0.0014008867373565559,-0.013840675804794804,3.24,-95.77952114502119
-0.001809656119685521,-0.013568872552308701,3.2800000000000002,-97.59660622503169
-0.002346520768525561,-0.013333262422216314,3.3200000000000003,-99.9812731887301
-0.0026672911866031514,-0.012981266565210816,3.36,-101.61109531053964
-0.002871675877767633,-0.012845364938967764,3.4,-102.60168494609141
-0.003268735720498633,-0.012321274333325504,3.44,-104.85785941028628
-0.003757697707346997,-0.011961472116588032,3.48,-107.44011672552116
-0.004322949118848769,-0.011429575151213798,3.52,-110.71786261910468
