x,y,Time,bearing
-0.0008887467963614018,-0.0011847879802826258,0.0,0.0
-0.0017774935927228036,-0.0023695759605652515,0.04,123.1421737669995
-0.002735420539432113,-0.0034484123592339656,0.08,123.14217376699949
-0.002698649108166108,-0.0032732806272721474,0.12,113.67985155897388
-0.002625106245634099,-0.0029230171633485087,0.16,110.61336605784798
-0.002551563383102089,-0.0025727536994248706,0.2,113.67985155897388
-0.0026531522525318992,-0.0021857188042352284,0.24,123.1421737669995
-0.002791512553227713,-0.001973815641007404,0.28,131.67293937694765
-0.0029298728539235274,-0.001761912477779581,0.32,134.91046269902012
-0.002999053004271435,-0.001655960896165669,0.36,136.13679055891598
-0.003206593455315156,-0.0013381061513239331,0.4,135.2369308440116
-0.003414133906358877,-0.0010202514064821977,0.44,134.0962364103978
-0.0037968060893644176,-0.0006656252303744572,0.48,136.01717532661195
-0.004041117971674143,-0.0005229022174945408,0.52,137.5235683580901
-0.0043222012852498735,-0.0005553109365764428,0.56,140.34071498706535
-0.004497333017211693,-0.0005185395053104386,0.6,141.96688378523956
-0.004672464749173513,-0.0004817680740444333,0.64,143.4247328559161
-0.004847596481135332,-0.0004449966427784288,0.68,145.15345696491886
-0.004847596481135332,-0.0004449966427784288,0.72,147.32128091368864
-0.005022728213097151,-0.0004082252115124241,0.76,150.15483911493803
-0.005161088513792964,-0.00019632204828460038,0.8,151.37961930516673
-0.005405400396102691,-5.359903540468392e-05,0.84,151.32076387695867
-0.005474580546450598,5.23525462092278e-05,0.88,150.9007143680595
-0.005474580546450598,5.23525462092278e-05,0.92,150.9007143680595
-0.005474580546450598,5.23525462092278e-05,0.96,150.9007143680595
-0.005474580546450598,5.23525462092278e-05,1.0,151.32076387695867
-0.005405400396102691,-5.359903540468392e-05,1.04,150.12240448522235
-0.005230268664140871,-9.037046667068865e-05,1.08,147.00234895834183
-0.00494918535056514,-5.796174758878586e-05,1.12,141.22561915004817
-0.004668102036989409,-2.5553028506883625e-05,1.16,135.94643983228627
-0.0044929703050275915,-6.232445977288865e-05,1.2,131.8883360295547
-0.004354610004331777,-0.0002742276230007121,1.24,128.4979988098547
-0.004041117971674143,-0.0005229022174945408,1.28,123.14217376699949
-0.003621674357402599,-0.0007023966616404621,1.32,113.67985155897388
-0.0032022307431310536,-0.0008818911057863834,1.36,102.10466274157767
-0.0030638704424352397,-0.001093794269014207,1.4000000000000001,92.17841723492596
-0.0029255101417394254,-0.001305697432242031,1.44,82.54087912199502
-0.002717969690695704,-0.0016235521770837664,1.48,59.707224944077474
-0.0025428379587338844,-0.0016603236083497712,1.52,33.14217376699949
-0.0024736578083859773,-0.0017662751899636831,1.56,14.707224944077476
-0.0024736578083859773,-0.0017662751899636831,1.6,17.19677786607663
-0.00240447765803807,-0.0018722267715775948,1.6400000000000001,6.577122589921498
-0.0022293459260762515,-0.0019089982028435998,1.68,6.577122589921498
-0.0021233943444623395,-0.0018398180524956925,1.72,8.698218986582946
-0.0019114911812345156,-0.001701457751799878,1.76,10.522308818959056
-0.0016304078676587846,-0.0016690490327179756,1.8,12.104662741577666
-0.001349324554083054,-0.0016366403136360737,1.84,8.12528028889946
-0.0011741928221212354,-0.001673411744902078,1.8800000000000001,9.179684792421298
-0.000893109508545504,-0.001641003025820176,1.92,6.577122589921488
-0.0005428460446218662,-0.0017145458883521853,1.96,4.531714101034269
-8.663099908431643e-05,-0.0017189086005362875,2.0,1.8134808991953202
8.85007328775024e-05,-0.0017556800318022923,2.04,2.1784172349259627
0.0001944523144914144,-0.001686499881454385,2.08,1.534671520750586
0.0002636324648393215,-0.0017924514630682966,2.12,-0.5478937589803008
0.0003328126151872286,-0.0018984030446822088,2.16,-1.9920192899161446
0.0005079443471490475,-0.0019351744759482138,2.2,-3.3866815999856827
0.0006138959287629595,-0.0018659943256003064,2.24,-4.732809884098718
0.0007198475103768713,-0.0017968141752523995,2.2800000000000002,-7.459120878004985
0.0007198475103768713,-0.0017968141752523995,2.32,-7.772209453025644
0.0008257990919907832,-0.0017276340249044921,2.36,-5.951685119230016
0.0008625705232567879,-0.0015525022929426732,2.4,-2.075419201193227
0.0008993419545227926,-0.001377370560980854,2.44,0.23693084401158776
0.0005858499218651596,-0.001128695966487026,2.48,5.886845392056416
0.00041071818990334047,-0.0010919245352210211,2.52,10.391197424211848
0.0002355864579415215,-0.0010551531039550161,2.56,16.44292953300586
0.0002355864579415215,-0.0010551531039550161,2.6,17.720012448260817
-8.725424368204587e-06,-0.0009124300910750999,2.64,24.715204745518815
-0.00025303730667793084,-0.0007697070781951832,2.68,35.43278380963801
-0.0005341206202536616,-0.0008021157972770854,2.72,45.40694749489189
-0.0006400722018675735,-0.0008712959476249926,2.7600000000000002,48.39729247005726
-0.0007460237834814855,-0.0009404760979728997,2.8000000000000003,52.43221998618822
-0.0008519753650953973,-0.0010096562483208071,2.84,61.03944479794712
-0.0011330586786711281,-0.001042064967402709,2.88,75.85156372436094
-0.001589273724208678,-0.0010377022552186068,2.92,93.78442022420822
-0.001939537188132316,-0.0009641593926865976,2.96,102.9173143358314
-0.002114668920094135,-0.0009273879614205928,3.0,110.33790770171275
-0.0021838490704420422,-0.0008214363798066809,3.04,113.27636682391514
-0.0022530292207899494,-0.000715484798192769,3.08,116.29940035436856
-0.0023222093711378566,-0.0006095332165788573,3.12,116.56022911182149
-0.0023913895214857637,-0.0005035816349649453,3.16,117.02667020071408
-0.002460569671833671,-0.00039763005335103355,3.2,117.236032653229
-0.0027740617044913042,-0.00014895545885720493,3.24,119.67394450808236
