x,y,Time
0.0,0.0,0.0
0.0,0.0,0.04
0.0,0.0,0.08
0.0,0.0,0.12
-0.0022872859369165344,-0.0011273078740006437,0.16
-0.006714523338263279,-0.002666028594620043,0.2
-0.012921567268611999,-0.004701877476291677,0.24
-0.020722589867347797,-0.0067882941705916305,0.28
-0.020722589867347797,-0.0067882941705916305,0.32
-0.020722589867347797,-0.0067882941705916305,0.36
-0.0188289647979285,-0.008496124401166894,0.4
-0.01507497329765146,-0.011327636948997622,0.44
-0.009442195443807288,-0.014469063522082838,0.48
-0.009442195443807288,-0.014469063522082838,0.52
-0.007830652286206599,-0.016445279262125002,0.56
-0.007830652286206599,-0.016445279262125002,0.6
-0.005418932458951738,-0.017273595309793877,0.64
-0.0009815743658819966,-0.018873676893129927,0.68
-0.0009815743658819966,-0.018873676893129927,0.72
0.001237869801225493,-0.01761806246620877,0.76
0.005045614241507961,-0.014874059566069808,0.8
0.005045614241507961,-0.014874059566069808,0.84
0.007534211439519944,-0.01431783660174084,0.88
0.012128642068028035,-0.01324801349815887,0.92
0.018448218488213573,-0.011517929213424854,0.96
0.026246048599346688,-0.009262436341752512,1.0
0.03524702284781606,-0.006411333979649378,1.04
0.03524702284781606,-0.006411333979649378,1.08
0.03555003973778579,-0.008943266199198921,1.12
0.03555003973778579,-0.008943266199198921,1.16
0.03479952668998074,-0.011380319781924254,1.2
0.03479952668998074,-0.011380319781924254,1.24
0.03577056794893279,-0.013738195706016282,1.28
0.03734534020052036,-0.01817979026041548,1.32
0.03925392127617468,-0.02444061779704596,1.36
0.04172282837364512,-0.03216767899737641,1.4000000000000001
0.04172282837364512,-0.03216767899737641,1.44
0.043224151666517996,-0.03422887485664775,1.48
0.0459455637977469,-0.038081758902376306,1.52
0.04907794025028625,-0.043771549973607306,1.56
0.05237738508758966,-0.051077047698318924,1.6
0.05557917347669506,-0.059805586436010576,1.6400000000000001
0.05853202094743209,-0.0697643300711732,1.68
0.05853202094743209,-0.0697643300711732,1.72
0.05728711576194856,-0.071989798803633,1.76
0.05447927445512904,-0.07573648044568246,1.8
0.050284768779994285,-0.0807195514822896,1.84
0.04557205916925315,-0.08723244525039707,1.8800000000000001
0.0404238768031717,-0.09504820094643615,1.92
0.03425865128313465,-0.10350846176049545,1.96
0.027381958452000473,-0.11265549075629386,2.0
0.019833480981018687,-0.12232817667316992,2.04
0.01167159021414937,-0.13240874537390943,2.08
0.002862280558244952,-0.14270905720684784,2.12
0.002862280558244952,-0.14270905720684784,2.16
0.002862280558244952,-0.14270905720684784,2.2
0.0013561190942582612,-0.14065139405550323,2.24
0.0013561190942582612,-0.14065139405550323,2.2800000000000002
0.0013561190942582612,-0.14065139405550323,2.32
0.0023497510420723935,-0.13830294870755852,2.36
0.004814485912178575,-0.13433760247384277,2.4
0.00823282810449513,-0.12878730345167846,2.44
0.00823282810449513,-0.12878730345167846,2.48
0.0056828767870797485,-0.1287715465861412,2.52
0.0009662046008252331,-0.12869482716876257,2.56
-0.005592392165086331,-0.12857548534801233,2.6
-0.013707756368141552,-0.1282547952314126,2.64
-0.023137458634092153,-0.12828763501163015,2.68
-0.03367228127182545,-0.12870828058204378,2.72
-0.04511748495720986,-0.12961299428923825,2.7600000000000002
-0.05731622306078925,-0.13101449121224729,2.8000000000000003
-0.07007538014970838,-0.1330941902831709,2.84
-0.08337520584849063,-0.1355531093772428,2.88
-0.09721253415540294,-0.13794162479528807,2.92
-0.09721253415540294,-0.13794162479528807,2.96
-0.09958124224105264,-0.13699731446230545,3.0
-0.10391717798290742,-0.13514187509677233,3.04
-0.10992655362504944,-0.13251484072773806,3.08
-0.11755253937059376,-0.12987925356714108,3.12
-0.12655157763140004,-0.1272297847361829,3.16
-0.1367423824173739,-0.12477120229640283,3.2
-0.14794760500864745,-0.12249311205658057,3.24
-0.15996930540426832,-0.1200408026693857,3.2800000000000002
-0.17271415415904354,-0.11830244049495608,3.3200000000000003
-0.18602277092289204,-0.11743673370840141,3.36
-0.18602277092289204,-0.11743673370840141,3.4
-0.1885727625420331,-0.11743019594805786,3.44
-0.1932902424819071,-0.11743276137919047,3.48
-0.1932902424819071,-0.11743276137919047,3.52
-0.1932902424819071,-0.11743276137919047,3.56
-0.19377035484007352,-0.11492836681691881,3.6
-0.1947247968937582,-0.11030884733591312,3.64
-0.19650047781591937,-0.10402165783257816,3.68
-0.19898288129416014,-0.096320509283868,3.72
-0.19898288129416014,-0.096320509283868,3.7600000000000002
-0.20116225256181278,-0.09499656031289885,3.8000000000000003
-0.2052808877436649,-0.09270202648786076,3.84
-0.2052808877436649,-0.09270202648786076,3.88
-0.2052808877436649,-0.09270202648786076,3.92
-0.20312112058611095,-0.09134633263409019,3.96
-0.20312112058611095,-0.09134633263409019,4.0
-0.20071041523255528,-0.09051506871791305,4.04
-0.20071041523255528,-0.09051506871791305,4.08
-0.20071041523255528,-0.09051506871791305,4.12
-0.20071041523255528,-0.09051506871791305,4.16
-0.1982651193013764,-0.0897918621022353,4.2
-0.19363674883828663,-0.0891512814461112,4.24
-0.1872875497781696,-0.0877883329606511,4.28
-0.17934770068074907,-0.08644141510713499,4.32
-0.17934770068074907,-0.08644141510713499,4.36
-0.1771885571545137,-0.08779810196603649,4.4
-0.17300681551137403,-0.08994957443229634,4.44
-0.1670899918667877,-0.09273844809326215,4.48
-0.15951846539762427,-0.09530795069413754,4.5200000000000005
-0.15951846539762427,-0.09530795069413754,4.5600000000000005
-0.15749855314550795,-0.09375152707129243,4.6000000000000005
-0.15749855314550795,-0.09375152707129243,4.64
-0.15982139364820488,-0.09269942821708216,4.68
-0.15982139364820488,-0.09269942821708216,4.72
-0.1604190591105336,-0.0902204574638986,4.76
-0.16228769820723363,-0.08595666734804493,4.8
-0.1647160993723331,-0.07992479073496186,4.84
-0.16730057017905545,-0.07230134690378935,4.88
-0.16730057017905545,-0.07230134690378935,4.92
-0.16730057017905545,-0.07230134690378935,4.96
-0.16730057017905545,-0.07230134690378935,5.0
-0.16808245497606908,-0.06987417650099541,5.04
-0.1695316284555937,-0.06538477835625606,5.08
-0.17152621108186605,-0.05913554954509344,5.12
-0.17372466655905092,-0.051323818980191366,5.16
-0.17566832405812427,-0.042134950307373804,5.2
-0.17790621867644166,-0.03184260713614366,5.24
-0.1799835876768744,-0.02055013834289217,5.28
-0.18274730623447338,-0.008604928268228122,5.32
-0.18601701466296608,0.003926544032372542,5.36
-0.1891682231478459,0.017101021889124487,5.4
-0.191371593816355,0.030804667617013004,5.44
-0.1928642253620896,0.04497425859722061,5.48
-0.19360463440416473,0.05951307919803219,5.5200000000000005
-0.1937188850643912,0.07436851040239291,5.5600000000000005
-0.19291981294135885,0.08938295851504477,5.6000000000000005
-0.19291981294135885,0.08938295851504477,5.64
-0.19346031783450024,0.09187501679295286,5.68
-0.1945388519400976,0.09646696984118044,5.72
-0.1945388519400976,0.09646696984118044,5.76
-0.1945388519400976,0.09646696984118044,5.8
-0.19665077610088608,0.09789605218278218,5.84
-0.19665077610088608,0.09789605218278218,5.88
-0.196724382494692,0.1004449896278347,5.92
-0.19624544867036214,0.10510342885733215,5.96
-0.19498569838605034,0.11146632438016042,6.0
-0.19498569838605034,0.11146632438016042,6.04
-0.19525962501462385,0.11400156878695011,6.08
-0.1961423980788469,0.11862230915430713,6.12
-0.1979362929156984,0.12487663763090172,6.16
-0.1979362929156984,0.12487663763090172,6.2
-0.19554645070603469,0.12398716913066707,6.24
-0.19139097539888272,0.12182021370302744,6.28
-0.19139097539888272,0.12182021370302744,6.32
-0.19146331946117917,0.11927124011810146,6.36
-0.19146331946117917,0.11927124011810146,6.4
-0.19250806651182703,0.11694508371747776,6.44
-0.1947544796407433,0.11280977088037233,6.48
-0.19824532959217547,0.10729433554753008,6.5200000000000005
-0.19824532959217547,0.10729433554753008,6.5600000000000005
-0.1989732961169744,0.10485045242046116,6.6000000000000005
-0.19979741011270422,0.10023143295849896,6.640000000000001
-0.20148116368633276,0.09395245824119652,6.68
-0.20456680518905712,0.08667489369699954,6.72
-0.2089148297995674,0.07861117690618784,6.76
-0.21362663044223268,0.06941815355052354,6.8
-0.21912417930434708,0.05953650320960496,6.84
-0.22546918012190698,0.049211838322173636,6.88
-0.23285579232773565,0.03884558706565674,6.92
-0.24092895833740074,0.028222615150980027,6.96
-0.24978571462003046,0.017604312838822658,7.0
-0.24978571462003046,0.017604312838822658,7.04
-0.24978571462003046,0.017604312838822658,7.08
-0.24978571462003046,0.017604312838822658,7.12
-0.2523254444386163,0.017832944526446477,7.16
-0.25702968674918814,0.018179177729974693,7.2
-0.26355098395246035,0.01884567067516695,7.24
-0.2713978021972373,0.02050553058286132,7.28
-0.2803620586748082,0.02302904300646894,7.32
-0.2903210967723279,0.026188727356862323,7.36
-0.3013075328599566,0.029256270207428842,7.4
-0.31317302370875666,0.03220525012808177,7.44
-0.32578354636893736,0.03506910150033962,7.48
-0.3389287072145213,0.03828821469521978,7.5200000000000005
-0.3389287072145213,0.03828821469521978,7.5600000000000005
-0.33936176227691794,0.03577525562015854,7.6000000000000005
-0.34027426904039854,0.0311480323068654,7.640000000000001
-0.34027426904039854,0.0311480323068654,7.68
-0.34027426904039854,0.0311480323068654,7.72
-0.3386442711554048,0.029187010406193207,7.76
