"","condition","mean_speed","sd_speed","sinuosity","sinuosity_redisc","sinuosity_smooth_redisc","straightness_DL_ratio","straightness_r","Emax_a","Emax_b","Emax_b_100deg","Emax_a_unrediscretised","Emax_b_unrediscretised","ESqDiffusionDistance","EDiffusionDistance","TrajExpDrift","TrajExpDriftDist","TrajNestNearest","min_deltaS","min_C","filename"
"24","FVIce",0.0316179907198333,0.0602351561203301,11.1531305424558,1.63042389418188,1.63777291904493,0.931031376439298,0.982919180682293,37.1182802235399,0.742365604470797,0.00931484729672921,10.398141587214,0.0131507337683218,0.0061928654176179,0.069741416139656,0.973765867868759,0.0779012694295007,10.9435435737471,NA,NA,"2014-12-05_ovalFVIce_redred_25fps.csv"
"25","FVIce",0.0164229455244843,0.0117812568140866,15.4298505249745,6.3575572368259,6.43929593533616,0.596017448605786,0.666992523479913,1.97411249383048,0.0394822498766096,0.0284388659075479,12.0304838147283,0.00790303921289896,0.00413192707884139,0.0569667265955682,0.663765240193702,0.0531012192154962,10.8187311782297,NA,NA,"2014-12-05_ovalFVIce_white_25fps.csv"
"26","FVIce",0.0692485266417871,0.0823575851129518,9.91555128442553,1.77762729195155,1.6341110300212,0.915141716391696,0.979548152478884,31.1459823290184,0.622919646580368,0.1043136498361,6.13666017511223,0.0169981870251141,0.00615498207696098,0.0695277758812215,0.968891913466359,0.0775113530773087,10.8350312163093,NA,NA,"2014-12-05_ovalFVIce_yellow_25fps.csv"
"27","FVIce",0.0269804381959029,0.0431680340134727,10.9932483602622,8.58318510735669,10.0778909065297,0.464343652523316,0.463970646504795,0.857384990234997,0.0171476998046999,-0.00258880214145445,13.5545150637052,0.0146282702380693,0.00312748145944449,0.0495612569887738,0.461608656655786,0.0369286925324629,10.9456832616731,NA,NA,"2014-12-09_ovalFVIce_greenGreen_25fps.csv"
"28","FVIce",0.0423168604678783,0.16412623283517,9.24513030001441,6.62601881399036,7.31590599539852,0.332718032942001,0.643480858365065,1.77769029136782,0.0355538058273565,0.00856835394306817,5.80248942647291,0.00982172541705568,0.00400101362003562,0.0560570133783825,0.63998866140416,0.0511990929123328,10.7757017792971,NA,NA,"2014-12-09_ovalFVIce_white_25fps.csv"
"29","FVIce",0.0346900041757365,0.0306778976688194,10.4511817229405,7.45224127324497,7.60428238527549,0.149264326872433,0.567438218361082,1.30063706556701,0.0260127413113402,-0.000499137322377802,12.3047413690346,0.0170740611789268,0.00361273023330861,0.0532675481892214,0.565337786230293,0.0452270228984234,10.8509126731051,NA,NA,"2014-12-09_ovalFVIce_yellowYellow_25fps.csv"
"30","ZVNoIce",0.0678763478020766,0.03144247599321,5.69970918773594,5.09710239252523,5.0911495016137,0.121558197074079,0.772034791977525,3.34904761938703,0.0669809523877406,-0.00127088729865784,22.0676480062786,0.0599148540499188,0.0047622725577632,0.0611578295925001,0.770064600915788,0.061605168073263,10.9132841382825,NA,NA,"2014-12-09_ovalZVNoIce_blue_25fps.csv"
"31","ZVNoIce",0.0232183332244208,0.0346205155261732,15.9950627356576,7.51932345741891,7.5210366452801,0.57306603660472,0.594538075964726,1.26865230983681,0.0253730461967362,-0.00320468222501891,6.80552110888766,0.00632051427487933,0.00358234674183077,0.0530430820341986,0.559209670135865,0.0447367736108692,10.9540688207057,NA,NA,"2014-12-09_ovalZVNoIce_green_25fps.csv"
"32","ZVNoIce",0.0236188313203927,0.0180215962847389,13.620595000719,8.46431602385266,8.53231798077831,0.376511433677694,0.472591183824856,0.89577771584834,0.0179155543169668,-0.0047091814673948,10.6197896143778,0.0100330807824019,0.00317565422676664,0.0499414957454006,0.472511997772634,0.0378009598218107,10.9598076809231,NA,NA,"2014-12-09_ovalZVNoIce_red_25fps.csv"
"33","ZVIce",0.0167950157550581,0.0158091422436969,13.7789045597563,8.84951354680931,8.86365503996605,0.372162102374941,0.437256223660699,0.77691269046449,0.0155382538092898,0.00924934342465614,14.7374882548636,0.00990065389721671,0.00302207594661248,0.0487189172510745,0.437226147707574,0.0349780918166059,10.8599693457202,NA,NA,"2014-12-05_ovalZVIce_blue_25fps.csv"
"34","ZVIce",0.0323705144368565,0.0226085124561523,9.22268290122184,7.32666375151968,7.19019305839238,0.137452503823318,0.576832747214129,1.36289114719143,0.0272578229438287,-0.000156196283290675,17.4156804035614,0.0225501813572465,0.00367010522974826,0.0536888620378534,0.576789645520229,0.0461431716416183,10.9265272442551,NA,NA,"2014-12-05_ovalZVIce_green_25fps.csv"
"35","ZVIce",0.0300869630746428,0.0267969408963102,11.8451909482854,5.99316903818636,6.00211827492102,0.031190157057472,0.741781448284482,2.28411356023782,0.0456822712047565,-0.00010550930882289,10.9476203998968,0.013175226029076,0.00431231651120432,0.0581969541117777,0.69550383028546,0.0556403064228368,10.9334407871575,NA,NA,"2014-12-05_ovalZVIce_red_25fps.csv"
