"","condition","noiseSyn","noiseRot","MemManipType","MemDegradation","mean_speed","sd_speed","sinuosity","sinuosity_redisc","sinuosity_smooth_redisc","straightness_DL_ratio","straightness_r","Emax_a","Emax_b","Emax_b_100deg","Emax_a_unrediscretised","Emax_b_unrediscretised","ESqDiffusionDistance","EDiffusionDistance","TrajExpDrift","TrajExpDriftDist","TrajNestNearest","min_deltaS","min_C","filename"
"12","ZV","0.1","7","None","0",0.0719299601052784,0.0787553422783571,18.5567397142746,9.75457202786061,9.94883509999139,0.385882605478831,0.390631961393423,0.550953643543504,0.0110190728708701,0.00183554664607887,0.919239239632482,0.00264483367335884,0.00269033482322586,0.0459672060178317,0.355235403609308,0.0284188322887447,10.9099876875007,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1012_platformReleases.csv"
"13","ZV","0.1","7","None","0",0.0624225546415548,0.0722230407886457,19.2111061152127,7.77197103931865,7.98065459596585,0.350548168279094,0.554345168453939,1.15553227848381,0.0231106455696762,0.0107851353919211,1.00099257033044,0.0024993805366897,0.00346963833657917,0.0522019882495165,0.536077464493645,0.0428861971594916,10.7958596563768,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1013_platformReleases.csv"
"14","ZV","0.1","7","None","0",0.0540054139617064,0.0647086477574829,23.1116513004598,8.57184097740052,9.09178542161544,0.524922843717571,0.47504374541405,0.860980143481425,0.0172196028696285,0.0166154383850276,0.515460649886988,0.00111350663112468,0.0031320489019314,0.0495974339582998,0.462648753398705,0.0370119002718964,10.82191843876,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1014_platformReleases.csv"
"15","ZV","0.1","7","None","0",0.0715979816091478,0.0818309048790213,16.6898199389832,7.56322270409727,7.69135146149234,0.0745036143835766,0.569999085596163,1.24818030294148,0.0249636060588296,0.000888994658726785,1.35393160223948,0.00387755079828744,0.00356256571021139,0.0528964324485381,0.555195818283962,0.0444156654627169,10.841977582635,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1015_platformReleases.csv"
"16","ZV","0.1","7","None","0",0.0623293263997211,0.0727004739248449,20.2281244353731,7.13517162927208,6.6940339353535,0.325059778560964,0.611242801234098,1.46422462700202,0.0292844925400404,0.00680719889123561,0.780261688459573,0.00194532741828777,0.0037587980388844,0.0543337195148808,0.594192838979699,0.0475354271183759,10.8438030742639,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1016_platformReleases.csv"
"17","ZV","0.1","7","None","0",0.0523623012278535,0.0660825531565488,22.7456279544356,7.43479556174734,7.25212474086586,0.593627169225817,0.569157905739035,1.30909735211702,0.0261819470423404,-0.00367575607507281,0.549321765789488,0.00115055007085142,0.00362066251304794,0.0533259944870214,0.56693034224686,0.0453544273797488,10.9952207742337,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1017_platformReleases.csv"
"18","ZV","0.1","7","None","0",0.0524401985645558,0.0617999858204535,24.214687641998,6.34105518659581,6.54356704774346,0.700722179002215,0.666001693423872,1.98700657944551,0.0397401315889103,0.0245493071395247,0.431689151291547,0.000905514592475733,0.00414003490993633,0.0570225903889442,0.665216673146521,0.0532173338517217,10.8403202152199,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1018_platformReleases.csv"
"19","ZV","0.1","7","None","0",0.0634115601833955,0.0739499896369915,19.6983119741724,9.93897062443805,9.52235518158484,0.212466066422773,0.342667156938172,0.512318528876572,0.0102463705775314,0.00139394221769429,0.852092124006399,0.00216129964012916,0.00262775145015219,0.0454294085677385,0.338763639467638,0.0271010911574111,10.9275071828625,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1019_platformReleases.csv"
"20","ZV","0.1","7","None","0",0.059926017043082,0.069376520424477,19.6587249213118,9.46003159692629,9.43485851958202,0.143149083175332,0.397427750886013,0.617415846763496,0.0123483169352699,-0.00215891807497478,0.988818597844612,0.00237023840587811,0.00279379960365756,0.0468427697474559,0.381729811785242,0.0305383849428193,10.9858510400995,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1020_platformReleases.csv"
"21","ZV","0.1","7","None","0",0.0627320567271865,0.0699032026428504,19.8325221216729,9.67770487573136,9.6979927847011,0.210664503891306,0.364257411408998,0.567714773507478,0.0113542954701495,-0.00309986858749117,0.905549498434233,0.00227227930020207,0.0027169198701565,0.0461937644722635,0.362128866233313,0.028970309298665,10.9228375665829,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1021_platformReleases.csv"
"22","ZV","0.1","7","None","0",0.0681137903471667,0.0783827323771172,19.2974338157706,5.91823305174488,5.96471079761941,0.475858236067771,0.707513212047038,2.35506417018373,0.0471012834036746,0.0107994213285661,0.809097257756969,0.00220442723941303,0.0043497135044976,0.058448755313843,0.70194310770955,0.056155448616764,10.8515574814701,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1022_platformReleases.csv"
"23","ZV","0.1","7","None","0",0.0601143940433747,0.069957911173607,20.0672859083695,8.08709763927506,8.34516809745536,0.138712461179722,0.510052167512785,1.02902514268792,0.0205805028537585,-0.00234533827931806,0.888295073457065,0.00213597280290346,0.00333304496497605,0.0511641221366428,0.507152484727092,0.0405721987781674,10.9267821359414,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1023_platformReleases.csv"
"24","ZV","0.1","7","None","0",0.0684853001442626,0.0752024462701761,16.1671699580236,6.70177372250073,6.71274734381908,0.248661599430773,0.635000547823946,1.72648861834705,0.0345297723669411,0.000383845592202722,1.69032514761152,0.00463049700302279,0.00396443914009922,0.0558002080599605,0.633227883927036,0.0506582307141629,10.9276013799221,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1024_platformReleases.csv"
"25","ZV","0.1","7","None","0",0.0633788980481269,0.0747555433913693,18.4798959943697,7.79653657436337,7.53642603939112,0.157360719162702,0.534202776945955,1.14511612375245,0.022902322475049,0.00336136311081558,1.11446343394977,0.00282533857434672,0.00345882842901457,0.0521206052886469,0.53382477110344,0.0427059816882752,10.8441870525736,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1025_platformReleases.csv"
"26","ZV","0.1","7","None","0",0.0686834299252561,0.0798201856744167,17.9863849478703,8.5904039915482,8.84424596196856,0.219328970888652,0.461422387878617,0.855104611365792,0.0171020922273158,0.00468839480811974,1.07495549157733,0.00295326520714082,0.00312457823936166,0.0495382479563648,0.460946841556409,0.0368757473245128,10.8257619692468,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1026_platformReleases.csv"
"27","ZV","0.1","7","None","0",0.0582662185021207,0.0724875628145369,18.9223845121708,7.84483272106768,8.02495196422125,0.531614704382055,0.56830795872902,1.12492239882485,0.022498447976497,-0.00650182943855977,1.12277083469621,0.00261678443128872,0.00343765469767725,0.0519608283801396,0.529394579042966,0.0423515663234372,10.97243760514,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1027_platformReleases.csv"
"28","ZV","0.1","7","None","0",0.0740408267078022,0.081091854565471,17.2266297980402,6.2096703412189,6.27884306685069,0.213873519318141,0.687201347882036,2.09336060936096,0.0418672121872191,0.00172039866379445,1.17584526391882,0.00348242221684014,0.00420481063693439,0.0574669518217412,0.676726988449437,0.054138159075955,10.8781166325827,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1028_platformReleases.csv"
"29","ZV","0.1","7","None","0",0.0930710856544562,0.0929103561210437,9.40120155364999,2.84843064222928,2.87498432036383,0.925763232784499,0.925353940644273,11.8250503418832,0.236501006837663,-0.0034288569303366,5.08011455858005,0.0189124710886421,0.00580016031613594,0.0674939646168747,0.922027596512875,0.07376220772103,10.9951463929943,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1029_platformReleases.csv"
"30","ZV","0.1","7","None","0",0.0624963403967847,0.0719485138016995,17.6646549694285,8.94875323545209,9.24489760802335,0.373200264680898,0.485322121571282,0.748748372185548,0.014974967443711,-0.0052003560930059,1.40124276491573,0.00350290179258821,0.00298370042543966,0.0484086028952344,0.428162441260648,0.0342529953008518,11,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1030_platformReleases.csv"
"31","ZV","0.1","7","None","0",0.0668565710751512,0.0712031288624224,19.4230502829107,6.41400441333216,6.75856035572447,0.230466914916567,0.663107607921581,1.93075669814273,0.0386151339628545,-0.000922197689106702,0.91527231869889,0.00244767875312843,0.00410424357224422,0.0567755701316719,0.65879119183325,0.05270329534666,10.9131965881147,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1031_platformReleases.csv"
"32","ZV","0.1","7","None","0",0.0599253670866976,0.070723731095076,19.5964259182439,10.1366103512288,10.1198351570162,0.057320081622352,0.333564684748674,0.473227774826983,0.00946455549653966,0.000712305608123551,0.976296666124832,0.00234019744412198,0.0025625289182073,0.0448620720209495,0.321218336304146,0.0256974669043317,10.9499977408442,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1032_platformReleases.csv"
"33","ZV","0.1","7","None","0",0.0566740253195421,0.0647856778499722,20.5907112858029,9.295089671814,8.86316693754264,0.154339881450079,0.396861571963628,0.657424929440192,0.0131484985888038,0.00222095663977544,0.927490774070835,0.00210258542453329,0.00285363219984706,0.0473417098209571,0.396654423233662,0.0317323538586929,10.9079646708631,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1033_platformReleases.csv"
"34","ZV","0.1","7","None","0",0.0700704540364783,0.0806992634575504,18.2348266072369,7.39498102615783,7.51839154306032,0.075867892577597,0.570982432974922,1.32863013274863,0.0265726026549727,0.00163599575228681,0.982818266927601,0.00275466088795847,0.00363881232515417,0.0534594848191047,0.570562973511111,0.0456450378808889,10.8829581902875,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1034_platformReleases.csv"
"35","ZV","0.1","7","None","0",0.0696906522721381,0.0789319064330527,13.7226236302729,6.82540336508394,6.7246510588042,0.632151792109765,0.638465194412323,1.64656159777933,0.0329312319555866,-0.00303145219322879,2.66857079240089,0.00743897756627178,0.00390513241899958,0.055381258830999,0.622151246795436,0.0497720997436349,10.960790784846,NA,NA,"with_Pontin_Holonomic_noiseSyn0.1_noiseRot7.0_noiseSlope9.0_route_ZV_1035_platformReleases.csv"
