"","condition","mean_speed","sd_speed","sinuosity","sinuosity_redisc","sinuosity_smooth_redisc","straightness_DL_ratio","straightness_r","Emax_a","Emax_b","Emax_b_100deg","Emax_a_unrediscretised","Emax_b_unrediscretised","ESqDiffusionDistance","EDiffusionDistance","TrajExpDrift","TrajExpDriftDist","TrajNestNearest","min_deltaS","min_C","filename"
"15","FVNoIce",1.71000361014907,0.537504434247329,1.63755983784942,1.08488306187782,0.700144670409084,0.471305905490019,0.943378368195356,16.4927684001779,1.64927684001779,0.0709623165593325,10.3544171688155,0.708243629586564,0.148889768179964,0.341961621351308,0.942833519708074,0.377133407883229,6.38763654043073,NA,NA,"2014-12-09_ovalFVNoIce_redRed_gps.csv"
"16","FVNoIce",1.67734906679336,0.567991650673633,1.32317781544182,0.70126812245117,0.469541205339308,0.374901765135545,0.977081340874698,40.1688414281664,4.01688414281664,0.0585478026968248,16.4685687686784,1.1049415382226,0.155200671868343,0.349133674462156,0.975709785232969,0.390283914093188,6.44289324697554,NA,NA,"2014-12-09_ovalFVNoIce_yellow_gps.csv"
"17","FVIce",0.429255845869631,0.230892627530465,6.89960623461151,1.34458689305897,1.27544674026436,0.805470668262489,0.955699895197365,10.5624736367938,1.05624736367938,0.156263051575129,1.80217468308501,0.0309437607196997,0.143437719593881,0.335642252302883,0.913513316318593,0.365405326527437,10.6227624015953,NA,NA,"2013-11-26_ovalFVIce_ant4_white_corr_gps.csv"
"18","FVIce",0.675124180697388,1.91413965186345,3.62227787481466,2.73409366969984,2.74060987406777,0.848236424810123,0.685946257386456,2.17548929069856,0.217548929069856,-0.0435765276368943,1.12517007243912,0.0303851809320272,0.106309948787062,0.288956118689733,0.685087900334245,0.274035160133698,11,NA,NA,"2013-11-26_ovalFVIce_ant5_green_gps.csv"
"19","FVIce",0.594266328888718,0.512905872090853,7.20530742788498,1.94416730556519,1.66996472033793,0.740532311678578,0.958257670079228,4.79130413486397,0.479130413486397,-0.00916134577844978,0.748166940826998,0.0177844168528465,0.128344081935581,0.317492056963851,0.82732732097768,0.330930928391072,10.9982679273092,NA,NA,"2013-11-27_ovalFVIce_ant_singleBlue_gps.csv"
"20","FVIce",1.55212671753999,0.557263842613355,2.49390516311845,0.77429817936235,0.483875102514659,0.623362485716219,0.972471550865318,32.8590381087989,3.28590381087989,0.165167813794908,4.61498969605205,0.286521952336566,0.154179869387062,0.347983600546716,0.970465788284159,0.388186315313664,8.22455218897736,NA,NA,"2013-12-03_ovalFVIce_white_gps.csv"
"21","FVIce",1.20678553210338,0.752078269453135,2.18797949581224,1.09828294882744,0.830118162890394,0.745059728847187,0.959243872969356,16.0806485324534,1.60806485324534,0.0599844888943238,7.96053377028278,0.384266279271907,0.148629590195228,0.341662709650683,0.941454213632463,0.376581685452985,10.1942175425246,NA,NA,"2013-12-03_ovalFVIce_whiteWhite_gps.csv"
"22","FVIce",1.23859646980621,0.56446765566328,2.80757434869641,1.37268962955144,1.15651587183459,0.49231108079689,0.953394099346797,10.1141516986796,1.01141516986796,0.0969591110195108,4.51742386511675,0.223810610078077,0.142799913231551,0.334895191941263,0.910024622021418,0.364009848808567,10.3482966771422,NA,NA,"2013-12-03_ovalFVIce_yellow_b_gps.csv"
"23","FVIce",1.1425245771043,0.589279816524411,2.83707622265275,1.42194157758905,1.21854629445555,0.580289711220154,0.928018218304576,9.3915987112157,0.939159871121571,-0.00861774154818445,4.80402965561651,0.219548878027191,0.14166191196461,0.333558099107751,0.903768416411163,0.361507366564465,10.5945611743873,NA,NA,"2013-12-04_ovalFVIce_white_gps.csv"
"24","FVIce",1.63126263864495,0.553324351186129,1.91625359147102,1.31327905768908,0.911332319519973,0.480867868911163,0.921850061786478,11.0962069693935,1.10962069693935,0.092513080031226,7.78965882378326,0.508279176281143,0.144138033141605,0.336460616573674,0.917329456867739,0.366931782747096,9.65186699187238,NA,NA,"2013-12-04_ovalFVIce_yellow_gps.csv"
